betfair,3,240,5000,,100000,50,40000
betfair,3,720,4000,,50000,50,40000
betfair,3,1440,3000,,25000,50,40000
betfair,3,2880,2000,,15000,25,40000
betfair,3,4320,1000,,10000,25,40000
betfair,4,240,10000,,250000,50,60000
betfair,4,720,7500,,100000,50,60000
betfair,4,1440,5000,,50000,50,60000
betfair,4,2880,3000,,20000,25,60000
betfair,4,4320,1500,,15000,25,60000
betfair,5,240,15000,,500000,100,75000
betfair,5,720,10000,,250000,50,75000
betfair,5,1440,7500,,100000,50,75000
betfair,5,2880,4000,,50000,25,75000
betfair,5,4320,3000,,20000,25,75000
betfair,6,240,10000,,250000,50,60000
betfair,6,720,7500,,100000,50,60000
betfair,6,1440,5000,,50000,50,60000
betfair,6,2880,3000,,20000,25,60000
betfair,6,4320,1500,,15000,25,60000
betfair,7,240,5000,,100000,50,40000
betfair,7,720,4000,,50000,50,40000
betfair,7,1440,3000,,25000,50,40000
betfair,7,2880,2000,,15000,25,40000
betfair,7,4320,1000,,10000,25,40000
betfair,8,240,1000,,15000,25,30000
betfair,8,720,1000,,15000,25,30000
betfair,8,1440,1000,,15000,25,30000
betfair,8,2880,750,,10000,25,30000
betfair,8,4320,500,,10000,25,30000
betfair,9,240,750,,10000,25,25000
betfair,9,720,750,,10000,25,25000
betfair,9,1440,750,,10000,25,25000
betfair,9,2880,500,,10000,25,25000
betfair,9,4320,400,,10000,25,25000
betfair,10,240,750,,10000,25,20000
betfair,10,720,400,,10000,25,20000
betfair,10,1440,400,,10000,25,20000
betfair,10,2880,400,,10000,25,20000
betfair,10,4320,300,,7500,25,20000
betfair,11,10,,100,,,
betfair,11,30,,70,500000,25,140000
betfair,11,120,,50,250000,25,140000
betfair,11,180,,30,,,
betfair,11,360,,20,100000,25,140000
betfair,11,1440,,10,25000,25,40000
betfair,12,10,,100,,,
betfair,12,30,,70,250000,25,140000
betfair,12,120,,50,100000,25,140000
betfair,12,360,,20,50000,25,140000
betfair,12,1440,,,25000,25,40000
betfair,13,10,,100,,,
betfair,13,20,,80,10000,25,140000
betfair,13,120,,,50000,25,140000
betfair,13,360,,40,25000,25,140000
betfair,13,1440,,,25000,25,40000
betfair,14,10,,100,,,
betfair,14,20,,80,50000,25,140000
betfair,14,120,,,50000,25,140000
betfair,14,360,,40,15000,25,140000
betfair,14,1440,,,15000,25,40000
betfair,15,10,,100,,,
betfair,15,20,,50,50000,25,100000
betfair,15,120,,,50000,25,100000
betfair,15,360,,40,15000,25,100000
betfair,15,1440,,,15000,25,40000
betfair,16,10,,100,,,
betfair,16,30,,70,250000,25,140000
betfair,16,120,,50,100000,25,140000
betfair,16,360,,20,50000,25,140000
betfair,16,1440,,,25000,25,40000
betfair,17,10,,100,,,
betfair,17,30,,70,100000,25,140000
betfair,17,120,,50,50000,25,140000
betfair,17,360,,20,25000,25,140000
betfair,17,1440,,,25000,25,40000
betfair,18,10,,100,,,
betfair,18,30,,70,100000,25,100000
betfair,18,120,,50,50000,25,100000
betfair,18,360,,20,25000,25,50000
betfair,18,1440,,,25000,25,25000
betfair,19,600,2500,,20000,50,140000
betfair,19,2880,1000,,10000,25,140000
betfair,19,4320,500,,2000,25,140000
betfair,20,600,2500,,20000,50,140000
betfair,20,2880,1000,,10000,25,140000
betfair,20,4320,500,,2000,25,140000
betfair,21,600,200,,500,25,10000
betfair,21,1440,200,,500,25,10000
betfair,22,600,2000,,20000,25,50000
betfair,22,1440,1000,,5000,25,50000
betfair,23,600,1000,,5000,25,10000
betfair,23,1440,500,,2000,25,10000
betfair,24,600,200,,500,25,10000
betfair,24,1440,200,,500,25,10000
betfair,25,600,2000,,20000,25,50000
betfair,25,1440,1000,,5000,25,50000
betfair,26,600,250,,500,50,50000
betfair,26,1440,250,,500,50,10000
betfair,27,600,1000,,5000,25,10000
betfair,27,1440,500,,2000,25,10000
betfair,28,600,500,,1000,25,10000
betfair,28,1440,200,,500,25,10000
betfair,29,600,2500,,50000,25,100000
betfair,29,1440,2500,,20000,25,100000
betfair,30,600,250,,500,25,50000
betfair,30,1440,250,,500,25,10000
betfair,31,600,2000,,20000,25,140000
betfair,31,1440,1000,,10000,25,140000
betfair,32,600,3000,,50000,25,140000
betfair,32,1440,2000,,20000,25,140000
betfair,33,600,2000,,20000,25,140000
betfair,33,1440,1000,,10000,25,140000
betfair,34,600,3000,,50000,25,140000
betfair,34,1440,2000,,20000,25,140000
betfair,35,600,3000,,50000,25,140000
betfair,35,1440,2000,,20000,25,140000
betfair,36,600,1000,,5000,25,140000
betfair,36,1440,1000,,5000,25,140000
betfair,37,600,2000,,10000,25,140000
betfair,37,1440,2000,,10000,25,140000
betfair,38,600,3000,,50000,25,140000
betfair,38,1440,2000,,20000,25,140000
betfair,39,600,2000,,20000,25,140000
betfair,39,1440,1000,,10000,25,140000
betfair,40,600,250,,1000,25,140000
betfair,40,1440,250,,1000,25,140000
betfair,41,600,1000,,5000,25,140000
betfair,41,1440,1000,,5000,25,140000
betfair,43,30,,100,999999,25,140000
betfair,43,120,,70,500000,25,140000
betfair,43,180,,50,,,
betfair,43,360,,30,250000,25,140000
betfair,43,1440,,10,100000,25,140000
betfair,45,1440,10000,,500000,50,140000
betfair,45,4320,3500,,50000,50,140000
betfair,46,1440,50000,,50000,50,140000
betfair,46,4320,2500,,20000,50,140000
betfair,47,1440,2000,,20000,25,140000
betfair,47,4320,1000,,10000,25,140000
betfair,48,1440,1000,,10000,25,140000
betfair,48,4320,500,,2000,25,140000
betfair,49,1440,1000,,5000,25,140000
betfair,49,4320,1000,,5000,25,140000
betfair,50,120,3000,,25000,50,140000
betfair,50,600,3000,,25000,50,140000
betfair,50,1440,2000,,10000,50,140000
betfair,51,120,2000,,10000,50,140000
betfair,51,600,2000,,10000,50,140000
betfair,51,1440,1250,,5000,50,140000
betfair,52,120,1500,,15000,25,140000
betfair,52,600,750,,3000,25,140000
betfair,52,1440,750,,3000,25,140000
betfair,53,120,1000,,10000,25,140000
betfair,53,600,300,,750,25,140000
betfair,53,1440,300,,750,25,140000
betfair,54,120,500,,1000,25,140000
betfair,54,600,500,,1000,25,140000
betfair,54,1440,500,,1000,25,140000
betfair,55,120,2000,,20000,100,140000
betfair,55,1440,1500,,10000,100,140000
betfair,56,120,2000,,20000,100,140000
betfair,56,1440,1500,,10000,100,140000
betfair,57,1440,1000,,10000,100,140000
paddy_power,3,240,5000,,100000,50,40000
paddy_power,3,720,4000,,50000,50,40000
paddy_power,3,1440,3000,,25000,50,40000
paddy_power,3,2880,2000,,15000,25,40000
paddy_power,3,4320,1000,,10000,25,40000
paddy_power,4,240,10000,,250000,50,60000
paddy_power,4,720,7500,,100000,50,60000
paddy_power,4,1440,5000,,50000,50,60000
paddy_power,4,2880,3000,,20000,25,60000
paddy_power,4,4320,1500,,15000,25,60000
paddy_power,5,240,15000,,500000,100,75000
paddy_power,5,720,10000,,250000,50,75000
paddy_power,5,1440,7500,,100000,50,75000
paddy_power,5,2880,4000,,50000,25,75000
paddy_power,5,4320,3000,,20000,25,75000
paddy_power,6,240,10000,,250000,50,60000
paddy_power,6,720,7500,,100000,50,60000
paddy_power,6,1440,5000,,50000,50,60000
paddy_power,6,2880,3000,,20000,25,60000
paddy_power,6,4320,1500,,15000,25,60000
paddy_power,7,240,5000,,100000,50,40000
paddy_power,7,720,4000,,50000,50,40000
paddy_power,7,1440,3000,,25000,50,40000
paddy_power,7,2880,2000,,15000,25,40000
paddy_power,7,4320,1000,,10000,25,40000
paddy_power,8,240,1000,,15000,25,30000
paddy_power,8,720,1000,,15000,25,30000
paddy_power,8,1440,1000,,15000,25,30000
paddy_power,8,2880,750,,10000,25,30000
paddy_power,8,4320,500,,10000,25,30000
paddy_power,9,240,750,,10000,25,25000
paddy_power,9,720,750,,10000,25,25000
paddy_power,9,1440,750,,10000,25,25000
paddy_power,9,2880,500,,10000,25,25000
paddy_power,9,4320,400,,10000,25,25000
paddy_power,10,240,750,,10000,25,20000
paddy_power,10,720,400,,10000,25,20000
paddy_power,10,1440,400,,10000,25,20000
paddy_power,10,2880,400,,10000,25,20000
paddy_power,10,4320,300,,7500,25,20000
paddy_power,11,10,,100,,,
paddy_power,11,30,,70,500000,25,140000
paddy_power,11,120,,50,250000,25,140000
paddy_power,11,180,,30,,,
paddy_power,11,360,,20,100000,25,140000
paddy_power,11,1440,,10,25000,25,40000
paddy_power,12,10,,100,,,
paddy_power,12,30,,70,250000,25,140000
paddy_power,12,120,,50,100000,25,140000
paddy_power,12,360,,20,50000,25,140000
paddy_power,12,1440,,,25000,25,40000
paddy_power,13,10,,100,,,
paddy_power,13,20,,80,10000,25,140000
paddy_power,13,120,,,50000,25,140000
paddy_power,13,360,,40,25000,25,140000
paddy_power,13,1440,,,25000,25,40000
paddy_power,14,10,,100,,,
paddy_power,14,20,,80,50000,25,140000
paddy_power,14,120,,,50000,25,140000
paddy_power,14,360,,40,15000,25,140000
paddy_power,14,1440,,,15000,25,40000
paddy_power,15,10,,100,,,
paddy_power,15,20,,50,50000,25,100000
paddy_power,15,120,,,50000,25,100000
paddy_power,15,360,,40,15000,25,100000
paddy_power,15,1440,,,15000,25,40000
paddy_power,16,10,,100,,,
paddy_power,16,30,,70,250000,25,140000
paddy_power,16,120,,50,100000,25,140000
paddy_power,16,360,,20,50000,25,140000
paddy_power,16,1440,,,25000,25,40000
paddy_power,17,10,,100,,,
paddy_power,17,30,,70,100000,25,140000
paddy_power,17,120,,50,50000,25,140000
paddy_power,17,360,,20,25000,25,140000
paddy_power,17,1440,,,25000,25,40000
paddy_power,18,10,,100,,,
paddy_power,18,30,,70,100000,25,100000
paddy_power,18,120,,50,50000,25,100000
paddy_power,18,360,,20,25000,25,50000
paddy_power,18,1440,,,25000,25,25000
paddy_power,19,600,2500,,20000,50,140000
paddy_power,19,2880,1000,,10000,25,140000
paddy_power,19,4320,500,,2000,25,140000
paddy_power,20,600,2500,,20000,50,140000
paddy_power,20,2880,1000,,10000,25,140000
paddy_power,20,4320,500,,2000,25,140000
paddy_power,21,600,200,,500,25,10000
paddy_power,21,1440,200,,500,25,10000
paddy_power,22,600,2000,,20000,25,50000
paddy_power,22,1440,1000,,5000,25,50000
paddy_power,23,600,1000,,5000,25,10000
paddy_power,23,1440,500,,2000,25,10000
paddy_power,24,600,200,,500,25,10000
paddy_power,24,1440,200,,500,25,10000
paddy_power,25,600,2000,,20000,25,50000
paddy_power,25,1440,1000,,5000,25,50000
paddy_power,26,600,250,,500,50,50000
paddy_power,26,1440,250,,500,50,10000
paddy_power,27,600,1000,,5000,25,10000
paddy_power,27,1440,500,,2000,25,10000
paddy_power,28,600,500,,1000,25,10000
paddy_power,28,1440,200,,500,25,10000
paddy_power,29,600,2500,,50000,25,100000
paddy_power,29,1440,2500,,20000,25,100000
paddy_power,30,600,250,,500,25,50000
paddy_power,30,1440,250,,500,25,10000
paddy_power,31,600,2000,,20000,25,140000
paddy_power,31,1440,1000,,10000,25,140000
paddy_power,32,600,3000,,50000,25,140000
paddy_power,32,1440,2000,,20000,25,140000
paddy_power,33,600,2000,,20000,25,140000
paddy_power,33,1440,1000,,10000,25,140000
paddy_power,34,600,3000,,50000,25,140000
paddy_power,34,1440,2000,,20000,25,140000
paddy_power,35,600,3000,,50000,25,140000
paddy_power,35,1440,2000,,20000,25,140000
paddy_power,36,600,1000,,5000,25,140000
paddy_power,36,1440,1000,,5000,25,140000
paddy_power,37,600,2000,,10000,25,140000
paddy_power,37,1440,2000,,10000,25,140000
paddy_power,38,600,3000,,50000,25,140000
paddy_power,38,1440,2000,,20000,25,140000
paddy_power,39,600,2000,,20000,25,140000
paddy_power,39,1440,1000,,10000,25,140000
paddy_power,40,600,250,,1000,25,140000
paddy_power,40,1440,250,,1000,25,140000
paddy_power,41,600,1000,,5000,25,140000
paddy_power,41,1440,1000,,5000,25,140000
paddy_power,43,30,,100,999999,25,140000
paddy_power,43,120,,70,500000,25,140000
paddy_power,43,180,,50,,,
paddy_power,43,360,,30,250000,25,140000
paddy_power,43,1440,,10,100000,25,140000
paddy_power,45,1440,10000,,500000,50,140000
paddy_power,45,4320,3500,,50000,50,140000
paddy_power,46,1440,5000,,50000,50,140000
paddy_power,46,4320,2500,,20000,50,140000
paddy_power,47,1440,2000,,20000,25,140000
paddy_power,47,4320,1000,,5000,25,140000
paddy_power,48,1440,1000,,10000,25,140000
paddy_power,48,4320,500,,2000,25,140000
paddy_power,49,1440,1000,,5000,25,140000
paddy_power,49,4320,1000,,5000,25,140000
paddy_power,50,120,3000,,25000,50,140000
paddy_power,50,600,3000,,25000,50,140000
paddy_power,50,1440,2000,,10000,50,140000
paddy_power,51,120,2000,,10000,50,140000
paddy_power,51,600,2000,,10000,50,140000
paddy_power,51,1440,1250,,5000,50,140000
paddy_power,52,120,1500,,15000,25,140000
paddy_power,52,600,750,,3000,25,140000
paddy_power,52,1440,750,,3000,25,140000
paddy_power,53,120,1000,,10000,25,140000
paddy_power,53,600,300,,750,25,140000
paddy_power,53,1440,300,,750,25,140000
paddy_power,54,120,500,,1000,25,140000
paddy_power,54,600,500,,1000,25,140000
paddy_power,54,1440,500,,1000,25,140000
paddy_power,55,120,2000,,20000,100,140000
paddy_power,55,1440,1500,,10000,100,140000
paddy_power,56,120,2000,,20000,100,140000
paddy_power,56,1440,1500,,10000,100,140000
paddy_power,57,1440,1000,,10000,100,140000
pp_openbet,5,240,15000,,500000,100,75000
pp_openbet,5,720,10000,,250000,50,75000
pp_openbet,5,1440,7500,,100000,50,75000
pp_openbet,5,2880,4000,,50000,25,75000
pp_openbet,5,4320,3000,,20000,25,75000
pp_openbet,6,240,10000,,250000,50,60000
pp_openbet,6,720,7500,,100000,50,60000
pp_openbet,6,1440,3000,,50000,50,60000
pp_openbet,6,2880,3000,,20000,25,60000
pp_openbet,6,4320,1500,,15000,25,60000
pp_openbet,7,240,5000,,100000,50,40000
pp_openbet,7,720,4000,,50000,50,40000
pp_openbet,7,1440,3000,,25000,50,40000
pp_openbet,7,2880,2000,,15000,25,40000
pp_openbet,7,4320,1000,,10000,25,40000
pp_openbet,8,240,1000,,15000,25,30000
pp_openbet,8,720,1000,,15000,25,30000
pp_openbet,8,1440,1000,,15000,25,30000
pp_openbet,8,2880,750,,10000,25,30000
pp_openbet,8,4320,500,,10000,25,30000
pp_openbet,9,240,1000,,15000,25,25000
pp_openbet,9,720,750,,10000,25,25000
pp_openbet,9,1440,750,,10000,25,25000
pp_openbet,9,2880,500,,10000,25,25000
pp_openbet,9,4320,400,,10000,25,25000
pp_openbet,10,240,750,,10000,25,20000
pp_openbet,10,720,400,,10000,25,20000
pp_openbet,10,1440,400,,10000,25,20000
pp_openbet,10,2880,400,,10000,25,20000
pp_openbet,10,4320,300,,7500,25,20000
sb_openbet,3,240,3000,,100000,100,40000
sb_openbet,3,720,3000,,100000,50,40000
sb_openbet,3,1440,2000,,50000,25,40000
sb_openbet,3,2880,1500,,50000,25,40000
sb_openbet,3,4320,1000,,10000,25,40000
sb_openbet,4,240,10000,,500000,100,60000
sb_openbet,4,720,5000,,500000,100,60000
sb_openbet,4,1440,2500,,100000,100,60000
sb_openbet,4,2880,2000,,100000,100,60000
sb_openbet,4,4320,1500,,50000,100,60000
sb_openbet,5,240,15000,,999999,100,75000
sb_openbet,5,720,10000,,999999,50,75000
sb_openbet,5,1440,5000,,500000,100,75000
sb_openbet,5,2880,3000,,250000,25,75000
sb_openbet,5,4320,3000,,20000,25,75000
sb_openbet,6,240,10000,,500000,100,60000
sb_openbet,6,720,5000,,500000,100,60000
sb_openbet,6,1440,2500,,100000,100,60000
sb_openbet,6,2880,2000,,100000,100,60000
sb_openbet,6,4320,1500,,50000,100,60000
sb_openbet,7,240,3000,,100000,100,40000
sb_openbet,7,720,3000,,100000,50,40000
sb_openbet,7,1440,2000,,50000,25,40000
sb_openbet,7,2880,1500,,50000,25,40000
sb_openbet,7,4320,1000,,10000,25,40000
sb_openbet,8,240,3000,,20000,100,30000
sb_openbet,8,720,2000,,15000,100,30000
sb_openbet,8,1440,1500,,15000,50,30000
sb_openbet,8,2880,1000,,10000,50,30000
sb_openbet,8,4320,750,,10000,50,30000
sb_openbet,9,240,2000,,25000,100,25000
sb_openbet,9,720,1500,,10000,100,25000
sb_openbet,9,1440,1000,,10000,25,25000
sb_openbet,9,2880,750,,10000,50,25000
sb_openbet,9,4320,500,,10000,25,25000
sb_openbet,10,240,1500,,25000,100,20000
sb_openbet,10,720,1000,,10000,100,20000
sb_openbet,10,1440,500,,10000,100,20000
sb_openbet,10,2880,500,,10000,50,20000
sb_openbet,10,4320,500,,7500,50,20000
sb_openbet,19,600,2000,,100000,100,140000
sb_openbet,19,2880,2000,,100000,100,140000
sb_openbet,19,4320,1500,,25000,100,140000
sb_openbet,20,600,10000,,999999,100,140000
sb_openbet,20,2880,5000,,999999,100,140000
sb_openbet,20,4320,5000,,500000,100,140000
sb_openbet,21,600,500,,2000,100,10000
sb_openbet,21,1440,250,,2000,100,10000
sb_openbet,22,600,5000,,999999,100,100000
sb_openbet,22,1440,5000,,200000,100,100000
sb_openbet,23,600,2000,,50000,100,50000
sb_openbet,23,1440,1000,,10000,100,50000
sb_openbet,24,600,1000,,20000,100,10000
sb_openbet,24,1440,500,,2000,100,10000
sb_openbet,25,600,5000,,999999,100,100000
sb_openbet,25,1440,5000,,200000,100,100000
sb_openbet,26,600,1000,,20000,100,25000
sb_openbet,26,1440,500,,2000,100,25000
sb_openbet,27,600,2000,,50000,100,100000
sb_openbet,27,1440,1000,,10000,100,100000
sb_openbet,28,600,250,,500,10,10000
sb_openbet,28,1440,250,,500,10,10000
sb_openbet,29,600,5000,,999999,100,100000
sb_openbet,29,1440,5000,,200000,100,100000
sb_openbet,30,600,1000,,20000,100,25000
sb_openbet,30,1440,500,,2000,100,25000
sb_openbet,31,600,500,,25000,25,50000
sb_openbet,31,1440,500,,25000,25,50000
sb_openbet,32,600,3000,,500000,50,100000
sb_openbet,32,1440,2000,,500000,50,100000
sb_openbet,33,600,2000,,50000,50,100000
sb_openbet,33,1440,1000,,50000,50,100000
sb_openbet,34,600,5000,,500000,50,100000
sb_openbet,34,1440,3000,,500000,50,100000
sb_openbet,35,600,500,,50000,25,25000
sb_openbet,35,1440,500,,50000,25,25000
sb_openbet,36,600,1000,,20000,25,25000
sb_openbet,36,1440,1000,,20000,25,25000
sb_openbet,37,600,1000,,20000,25,25000
sb_openbet,37,1440,1000,,20000,25,25000
sb_openbet,38,600,2000,,100000,50,100000
sb_openbet,38,1440,1000,,100000,50,100000
sb_openbet,39,600,250,,10000,10,10000
sb_openbet,39,1440,250,,10000,10,10000
sb_openbet,40,600,250,,5000,10,10000
sb_openbet,40,1440,250,,5000,10,10000
sb_openbet,41,600,500,,10000,10,10000
sb_openbet,41,1440,500,,10000,10,10000
sb_openbet,45,1440,10000,,500000,50,100000
sb_openbet,45,4320,3500,,50000,50,100000
sb_openbet,46,1440,5000,,100000,50,100000
sb_openbet,46,4320,2500,,50000,50,100000
sb_openbet,47,1440,2000,,50000,50,100000
sb_openbet,47,4320,1000,,10000,50,100000
sb_openbet,48,1440,1000,,20000,25,50000
sb_openbet,48,4320,500,,10000,25,50000
sb_openbet,49,1440,1000,,5000,50,100000
sb_openbet,49,4320,1000,,10000,50,100000
sb_openbet,50,120,3000,,25000,25,100000
sb_openbet,50,600,3000,,25000,25,100000
sb_openbet,50,1440,2000,,15000,25,100000
sb_openbet,51,120,2000,,10000,25,100000
sb_openbet,51,600,2000,,10000,25,100000
sb_openbet,51,1440,1250,,5000,25,100000
sb_openbet,52,120,1500,,15000,25,140000
sb_openbet,52,600,750,,3000,25,100000
sb_openbet,52,1440,750,,3000,25,100000
sb_openbet,53,120,1000,,10000,25,140000
sb_openbet,53,600,300,,750,25,50000
sb_openbet,53,1440,300,,750,25,100000
sb_openbet,54,120,500,,1000,25,100000
sb_openbet,54,600,500,,1000,25,100000
sb_openbet,54,1440,500,,1000,25,100000
